,epoch,loss,val_loss
0,1,96.54304600144874,0.008828694000840187
1,2,53.35151629779011,0.005389498546719551
2,3,52.31931641706592,0.003755680751055479
3,4,45.52988590139648,0.0035635752137750387
4,5,41.70468344420988,0.003095479914918542
5,6,37.11691656869755,0.0025539714843034744
6,7,32.63354663133896,0.0024056548718363047
7,8,30.12245808263151,0.002427151659503579
8,9,28.544558904024143,0.0024487837217748165
9,10,27.292808416060304,0.002457913476973772
10,11,26.288022883493774,0.002459555631503463
11,12,25.467441636078888,0.0024535732809454203
12,13,24.79437795203802,0.00243774033151567
13,14,24.239091931206147,0.002411432331427932
14,15,23.767496942357894,0.0023797631729394197
15,16,23.359235613253304,0.0023419084027409554
16,17,23.0012701602094,0.0023010384757071733
17,18,22.684244573575143,0.0022567512933164835
18,19,22.403189139618462,0.0022109083365648985
19,20,22.152207796680386,0.0021625219378620386
20,21,21.92676419228974,0.0021138933952897787
21,22,21.724693426467304,0.0020655225962400436
22,23,21.543829201708064,0.0020206256303936243
23,24,21.380604789611198,0.001977700972929597
24,25,21.23241068722382,0.0019382280297577381
25,26,21.097456751047048,0.0019028062233701348
26,27,20.97345054692414,0.0018691495060920715
27,28,20.85930101635813,0.0018369306344538927
28,29,20.75264332612869,0.0018003602745011449
29,30,20.65830212911851,0.001776661491021514
30,31,20.573458600450806,0.0017573898658156395
31,32,20.493287144130022,0.0017384612001478672
32,33,20.416236617233153,0.0017210481455549598
33,34,20.34286437275341,0.001703551271930337
34,35,20.272420190765104,0.0016877460293471813
35,36,20.205982030795226,0.001672488870099187
36,37,20.142455696388964,0.0016570143634453416
37,38,20.082608281928135,0.001640991074964404
38,39,20.026180945470642,0.001626215293072164
39,40,19.97180529819178,0.001611905638128519
40,41,19.92024953303693,0.001599025446921587
41,42,19.870205830393225,0.001584134646691382
42,43,19.822022967060406,0.001570632099173963
43,44,19.77450710310825,0.0015573790296912193
44,45,19.727835057604352,0.0015447468031197786
45,46,19.681640404259156,0.0015325627755373716
46,47,19.63688433891292,0.0015202293870970607
47,48,19.591396837658067,0.001508197165094316
48,49,19.546128648621448,0.001495807315222919
49,50,19.501114379810588,0.0014837289927527308
50,51,19.456323892104137,0.0014725079527124763
51,52,19.410644493151494,0.001460660481825471
52,53,19.364134670306612,0.0014485835563391447
53,54,19.316396324587913,0.001437532831914723
54,55,19.26714448433404,0.0014269615057855844
55,56,19.21652418076519,0.001416733954101801
56,57,19.16480070976513,0.0014086700975894928
57,58,19.112448975467487,0.0014018653891980648
58,59,19.060157272715514,0.0013950546272099018
59,60,19.009707551215797,0.0013898296747356653
60,61,18.96080456622076,0.0013835252029821277
61,62,18.91493038234603,0.0013772494858130813
62,63,18.87091263716684,0.001370748970657587
63,64,18.82788882260047,0.0013629770837724209
64,65,18.787342203518165,0.0013555856421589851
65,66,18.748125225113654,0.0013480252819135785
66,67,18.70806109275145,0.0013401436153799295
67,68,18.66933727911146,0.0013323227176442742
68,69,18.62941631108606,0.001324889250099659
69,70,18.588543627382023,0.0013166243443265557
70,71,18.544140199094727,0.0013090004213154316
71,72,18.497632217833598,0.001301947282627225
72,73,18.442959291586703,0.0012952241813763976
73,74,18.376705433940515,0.0012898081913590431
74,75,18.291136099870982,0.0012852312065660954
75,76,18.180966922818243,0.0012826566817238927
76,77,18.05677369285422,0.0012820258270949125
77,78,17.9638102523395,0.0012843916192650795
78,79,17.9211662694197,0.001290969317778945
79,80,17.892531419101942,0.001298088114708662
80,81,17.86704253506923,0.0013063224032521248
81,82,17.84429926482062,0.001314071356318891
82,83,17.821591270143017,0.0013218445237725973
83,84,17.801353334223677,0.0013297400437295437
84,85,17.78127531919108,0.0013378711882978678
85,86,17.763793646521208,0.0013448953395709395
86,87,17.746163369144142,0.0013522796798497438
87,88,17.729473440283982,0.0013587839202955365
88,89,17.7144920671999,0.001365186762996018
89,90,17.69993310641439,0.0013708239421248436
90,91,17.685426760734572,0.0013767952332273126
91,92,17.671319444284563,0.0013834023848176003
92,93,17.658257926502756,0.0013893719296902418
93,94,17.645308649271556,0.0013957935152575374
94,95,17.63356669080804,0.0014024542178958654
95,96,17.62122851444292,0.0014089001342654228
96,97,17.61100833961882,0.00141537981107831
97,98,17.600438418745853,0.0014220140874385834
98,99,17.590276224008903,0.001429428462870419
99,100,17.581134712339463,0.0014356861356645823
