,pred_sin,truth_sin,pred_cos,truth_cos,pred_cubic,truth_cubic
0,0.24935177,0.16949746,1.027381,0.77795917,-0.8296239,-0.7588381
1,0.2750208,0.10296719,1.0053823,1.0171814,-0.8502973,-0.95953715
2,0.29594836,0.121617176,0.9927873,1.0292296,-0.86531,-0.6407889
3,0.30661988,0.07911347,0.98682433,0.9910924,-0.8718424,-1.108504
4,0.3085713,0.3589488,0.9857309,1.0052702,-0.87300146,-0.9475183
5,0.30947638,0.26450977,0.9857292,1.0075905,-0.8729121,-0.8865541
6,0.3198732,0.3054743,0.98053753,0.8626523,-0.87907875,-0.746844
7,0.31339663,0.3184525,0.98421454,0.9854239,-0.87503195,-1.0702882
8,0.33195004,0.33488366,0.9741271,0.86061496,-0.8879072,-0.9383395
9,0.34301263,0.35994825,0.9681752,0.98215675,-0.89480376,-1.0734459
10,0.38731012,0.41974756,0.9460261,1.1210405,-0.9197882,-0.967213
11,0.40764552,0.32074806,0.93367463,0.86429346,-0.9320444,-0.99978536
12,0.42451838,0.51647216,0.92310625,1.0097855,-0.9418811,-1.013401
13,0.4384366,0.3904993,0.91403955,0.9338691,-0.94981754,-0.8436845
14,0.45151347,0.52135277,0.90542495,0.830817,-0.95703804,-1.0087417
15,0.4658596,0.50047976,0.8960372,0.9037608,-0.96457565,-0.9536884
16,0.48185164,0.3665935,0.88563645,0.9444002,-0.9724472,-0.9027337
17,0.49742633,0.44661096,0.87550324,1.1365563,-0.9795571,-0.9632178
18,0.516016,0.27488837,0.86377627,0.93242425,-0.98705274,-0.97587734
19,0.5331019,0.40068695,0.8530395,0.8951419,-0.9930287,-0.94915354
20,0.5503488,0.46674362,0.84236187,0.8570883,-0.9980299,-1.007893
21,0.56343627,0.51487404,0.83404934,0.9065378,-1.0011902,-1.0620785
22,0.5754503,0.5082572,0.82641834,0.6714272,-1.003527,-1.0409911
23,0.5870407,0.48028114,0.8189854,0.8245216,-1.0052809,-1.1529691
24,0.5988796,0.5422223,0.8112877,0.802491,-1.0065957,-1.0702455
25,0.6114541,0.61701113,0.8029479,0.7059161,-1.0075413,-1.0584216
26,0.6248813,0.71354735,0.7938113,0.83393925,-1.0081568,-0.9474997
27,0.63898784,0.698257,0.783934,0.7376098,-1.0085039,-0.89479
28,0.65373784,0.6167004,0.7732965,0.65252316,-1.0086877,-1.0772814
29,0.66814905,0.68905264,0.76256907,0.90431535,-1.0088121,-1.0518576
30,0.68197674,0.891449,0.75195843,0.7561836,-1.0089613,-1.0141975
31,0.69476753,0.67685395,0.7418297,0.7456746,-1.0091631,-1.134677
32,0.70709604,0.70343304,0.7317643,0.8737806,-1.0094184,-1.0362604
33,0.7191659,0.5852593,0.7215785,0.6603386,-1.0096885,-0.8464261
34,0.7311731,0.515038,0.711102,0.95560974,-1.0098844,-1.0218191
35,0.74327374,0.6056897,0.7002077,0.743082,-1.0098721,-0.8313327
36,0.75555086,0.7473774,0.68885416,0.6590877,-1.0095017,-0.9619364
37,0.7679728,0.635614,0.67711717,0.6259481,-1.0086713,-0.9522926
38,0.78035337,0.741312,0.66520935,0.61469024,-1.0073872,-1.1515403
39,0.7923245,0.68370897,0.6534937,0.60803926,-1.0057893,-0.9833508
40,0.8035961,0.65781814,0.642236,0.60634565,-1.0040829,-1.1274295
41,0.8139798,0.68465006,0.63158447,0.46157923,-1.0024648,-0.98776805
42,0.8235007,0.6738209,0.6214591,0.40518534,-1.001064,-1.1093093
43,0.83227056,0.85415083,0.6116762,0.6218413,-0.9999432,-1.1577806
44,0.8405204,0.7913701,0.6019125,0.6477711,-0.99910396,-1.0058837
45,0.8485658,0.6874932,0.591727,0.5630501,-0.99850065,-0.8865026
46,0.8567712,0.9027715,0.5805965,0.61125314,-0.9980573,-1.0190098
47,0.86551046,0.97249424,0.5679606,0.69200766,-0.99767023,-0.9544755
48,0.8751254,0.9095714,0.5532985,0.5211764,-0.9972072,-1.05968
49,0.8858759,0.8394349,0.5362307,0.35248125,-0.9965063,-0.9914739
50,0.8978977,0.8911177,0.5166056,0.26336443,-0.99538654,-1.1374748
51,0.9111118,0.8072443,0.4946497,0.5684401,-0.99368995,-0.854272
52,0.92510486,0.8440896,0.4711161,0.57071334,-0.99136144,-0.80618846
53,0.93904287,0.95459574,0.44736484,0.42755446,-0.98854774,-0.8087198
54,0.95184416,0.69687474,0.42504287,0.36957502,-0.9856128,-1.191497
55,0.9625911,0.85350966,0.40544426,0.3427113,-0.98300654,-0.9835041
56,0.970872,0.8544265,0.3890017,0.5262612,-0.9810843,-1.0197532
57,0.976782,0.981982,0.3752983,0.47137105,-0.980028,-1.305599
58,0.98069113,0.9221106,0.36341193,0.37738526,-0.9798911,-0.9594948
59,0.98301655,0.6581805,0.3522259,0.42107293,-0.9806767,-1.0225402
60,0.98410577,0.8386058,0.34058103,0.26782683,-0.982387,-1.0630654
61,0.9842313,1.0011216,0.3273937,0.42657557,-0.98500806,-1.0872307
62,0.98368055,0.8260728,0.31191474,0.15083355,-0.98840684,-1.0408701
63,0.98288125,0.9152023,0.29412517,0.4126848,-0.99219924,-1.1116176
64,0.98239857,1.0438194,0.27485555,0.3811573,-0.99577945,-0.9070317
65,0.98273283,0.9193162,0.2552562,0.2158746,-0.9985873,-0.9307642
66,0.984147,0.9538846,0.2360921,0.18996301,-1.0003347,-1.0876718
67,0.98668677,0.9105257,0.2175595,0.25589558,-1.0009843,-1.030042
68,0.99026006,0.9524838,0.19956933,0.43786165,-1.0006312,-0.9322906
69,0.9946328,0.95808774,0.18208992,0.19165537,-0.9994585,-0.8433872
70,0.9993927,0.8461576,0.16530287,0.2140512,-0.99774987,-0.89753455
71,1.0040097,0.92309827,0.14948575,0.19722626,-0.99585825,-1.0352552
72,1.0080073,0.89300597,0.134677,0.18024552,-0.9941048,-1.0840532
73,1.0111082,0.95641094,0.12035648,0.0753977,-0.99268585,-0.95727867
74,1.0132248,0.995297,0.10536198,0.10363637,-0.9916726,-0.846184
75,1.0143716,0.9974077,0.08806256,-0.101818845,-0.991036,-0.9416905
76,1.01471,0.9141881,0.0669085,-0.12700398,-0.99050266,-0.9566029
77,1.0148039,1.0269892,0.041636456,-0.08594854,-0.98920053,-1.0700139
78,1.0154591,0.9721862,0.014290231,0.32743433,-0.9859614,-1.1292903
79,1.0167956,0.96628463,-0.011992773,0.10586633,-0.9807039,-1.0370961
80,1.0181613,0.93684584,-0.035327144,-0.031966977,-0.9746085,-0.9344327
81,1.0189493,0.92373335,-0.055664457,-0.19509915,-0.96885854,-0.99528986
82,1.0188806,0.86495477,-0.0740153,-0.10554831,-0.96400744,-1.1663281
83,1.0178297,0.7775585,-0.09169532,0.019633614,-0.9601352,-1.1374425
84,1.0156639,1.0651413,-0.10982494,0.05554202,-0.957169,-1.096847
85,1.0122182,0.96492434,-0.128913,-0.11594168,-0.9550965,-1.0126094
86,1.0073707,1.026361,-0.14865169,-0.23615913,-0.95402,-1.0172251
87,1.0011573,1.0039692,-0.16827685,-0.31683254,-0.9540266,-1.0760258
88,0.99384993,1.0745493,-0.18719742,-0.15281251,-0.9549912,-0.9634674
89,0.9858584,0.9332756,-0.2052631,-0.111869164,-0.95657486,-0.87944615
90,0.97749454,1.1116049,-0.22270301,-0.4122586,-0.9584199,-1.0983281
91,0.96886235,1.0098088,-0.2399753,-0.2710665,-0.96027386,-0.9968521
92,0.95990855,0.9842976,-0.25761545,-0.061063573,-0.9619849,-0.9555242
93,0.9505244,0.96179223,-0.27610105,-0.33028623,-0.96346766,-1.1321268
94,0.9406387,0.929261,-0.29568943,-0.1977411,-0.964693,-1.1146755
95,0.93031293,1.307632,-0.31621024,-0.41813385,-0.96570057,-1.1104851
96,0.91980237,0.8806239,-0.33696586,-0.42357653,-0.9665801,-0.8717656
97,0.90951157,0.8628661,-0.35700056,-0.17435594,-0.9673841,-0.96635276
98,0.89984554,0.77183324,-0.37561038,-0.32111454,-0.9680423,-0.9027425
99,0.8910832,0.9565468,-0.39259622,-0.39374107,-0.9683801,-0.92937905
100,0.883347,1.0993347,-0.4081447,-0.29879493,-0.9682112,-1.0066965
101,0.87663335,0.95529723,-0.4225967,-0.3291513,-0.96740294,-0.8015429
102,0.8708336,0.9357263,-0.43628007,-0.24999139,-0.9659102,-0.95313436
103,0.8657307,0.817672,-0.4494277,-0.37389067,-0.9638017,-0.7851319
104,0.86098826,0.8814858,-0.46215993,-0.32922146,-0.9612778,-0.9734171
105,0.85617816,0.9767918,-0.47452605,-0.38389337,-0.9586417,-0.80011094
106,0.8508569,1.0139217,-0.48658895,-0.5783532,-0.95622116,-0.9478571
107,0.84465194,0.8501004,-0.4984902,-0.48149714,-0.9542683,-0.95152575
108,0.8373144,0.61527556,-0.5104443,-0.41799802,-0.95289385,-0.77831703
109,0.8287483,0.74817204,-0.5226627,-0.4570676,-0.9520452,-0.9720867
110,0.81903064,0.7377047,-0.5352688,-0.35243028,-0.95150775,-0.9628243
111,0.8084012,0.7750321,-0.5482628,-0.6017325,-0.9509371,-1.000096
112,0.7971879,0.8799732,-0.5615624,-0.39801604,-0.94993275,-1.0271333
113,0.7856838,1.0167676,-0.57508844,-0.51309115,-0.94814175,-0.9564217
