,pred,truth
4,8.27E-02,7.98E-02
6,9.66E-02,1.35E-01
8,1.10E-01,1.79E-01
10,1.22E-01,1.54E-01
12,1.34E-01,1.58E-01
14,1.46E-01,2.42E-01
16,1.56E-01,3.16E-01
18,1.66E-01,2.69E-01
20,1.75E-01,3.42E-01
22,1.84E-01,3.45E-01
24,1.91E-01,4.37E-01
26,1.98E-01,4.68E-01
28,2.04E-01,4.79E-01
30,2.10E-01,4.50E-01
32,2.14E-01,5.10E-01
34,2.19E-01,5.39E-01
36,2.23E-01,5.88E-01
38,2.26E-01,5.96E-01
40,2.29E-01,6.13E-01
42,2.32E-01,7.09E-01
44,2.34E-01,6.55E-01
46,2.36E-01,7.09E-01
48,2.38E-01,7.03E-01
50,2.40E-01,7.86E-01
52,2.41E-01,7.48E-01
54,2.42E-01,8.29E-01
56,2.44E-01,7.89E-01
58,2.45E-01,8.08E-01
60,2.45E-01,9.06E-01
62,2.46E-01,8.43E-01
64,2.47E-01,9.39E-01
66,2.48E-01,9.14E-01
68,2.48E-01,8.77E-01
70,2.49E-01,9.50E-01
72,2.49E-01,9.91E-01
74,2.49E-01,9.11E-01
76,2.50E-01,9.40E-01
78,2.50E-01,9.38E-01
80,2.50E-01,1.01E+00
82,2.50E-01,9.70E-01
84,2.51E-01,9.75E-01
86,2.51E-01,9.48E-01
88,2.51E-01,1.02E+00
90,2.51E-01,9.60E-01
92,2.51E-01,9.89E-01
94,2.51E-01,1.02E+00
96,2.51E-01,9.85E-01
98,2.51E-01,1.00E+00
100,2.52E-01,9.35E-01
102,2.52E-01,9.58E-01
104,2.52E-01,9.90E-01
106,2.52E-01,1.00E+00
108,2.52E-01,9.91E-01
110,2.52E-01,9.10E-01
112,2.52E-01,8.77E-01
114,2.52E-01,9.04E-01
116,2.52E-01,8.69E-01
118,2.52E-01,9.23E-01
120,2.52E-01,8.96E-01
122,2.52E-01,8.48E-01
124,2.52E-01,8.19E-01
126,2.52E-01,7.89E-01
128,2.52E-01,7.98E-01
130,2.52E-01,8.06E-01
132,2.52E-01,7.53E-01
134,2.52E-01,7.49E-01
136,2.52E-01,6.45E-01
138,2.52E-01,6.19E-01
140,2.52E-01,6.53E-01
142,2.52E-01,6.06E-01
144,2.52E-01,5.98E-01
146,2.52E-01,5.69E-01
148,2.52E-01,5.20E-01
150,2.52E-01,5.10E-01
152,2.52E-01,4.79E-01
154,2.52E-01,4.58E-01
156,2.52E-01,3.67E-01
158,2.52E-01,4.15E-01
160,2.52E-01,3.72E-01
162,2.52E-01,2.59E-01
164,2.52E-01,2.76E-01
166,2.52E-01,2.42E-01
168,2.52E-01,1.68E-01
170,2.52E-01,1.84E-01
172,2.52E-01,8.92E-02
174,2.52E-01,5.45E-02
176,2.52E-01,9.98E-02
178,2.52E-01,4.90E-03
180,2.52E-01,4.00E-02
182,2.52E-01,5.10E-03
184,2.52E-01,-5.98E-02
186,2.52E-01,-1.05E-01
188,2.52E-01,-1.89E-01
190,2.52E-01,-2.04E-01
192,2.52E-01,-2.28E-01
194,2.52E-01,-2.12E-01
196,2.52E-01,-2.46E-01
198,2.52E-01,-3.39E-01
200,2.52E-01,-3.72E-01
202,2.52E-01,-3.55E-01
204,2.52E-01,-4.07E-01
206,2.52E-01,-3.98E-01
208,2.52E-01,-4.69E-01
210,2.52E-01,-4.70E-01
212,2.52E-01,-5.50E-01
214,2.52E-01,-5.29E-01
216,2.52E-01,-6.18E-01
218,2.52E-01,-5.96E-01
220,2.52E-01,-6.03E-01
222,2.52E-01,-6.89E-01
224,2.52E-01,-6.85E-01
226,2.52E-01,-7.39E-01
228,2.52E-01,-7.83E-01
230,2.52E-01,-7.96E-01
232,2.52E-01,-7.48E-01
234,2.52E-01,-8.39E-01
236,2.52E-01,-8.39E-01
238,2.52E-01,-8.78E-01
240,2.52E-01,-9.16E-01
242,2.52E-01,-8.93E-01
244,2.52E-01,-9.39E-01
246,2.52E-01,-9.24E-01
248,2.52E-01,-9.17E-01
250,2.52E-01,-9.30E-01
252,2.52E-01,-9.71E-01
254,2.52E-01,-9.81E-01
256,2.52E-01,-9.60E-01
258,2.52E-01,-9.68E-01
260,2.52E-01,-9.85E-01
262,2.52E-01,-1.04E+00
264,2.52E-01,-1.03E+00
266,2.52E-01,-1.01E+00
268,2.52E-01,-9.89E-01
270,2.52E-01,-9.80E-01
272,2.52E-01,-1.02E+00
274,2.52E-01,-9.88E-01
276,2.52E-01,-9.65E-01
278,2.52E-01,-9.50E-01
280,2.52E-01,-9.95E-01
282,2.52E-01,-9.88E-01
284,2.52E-01,-9.70E-01
286,2.52E-01,-9.81E-01
288,2.52E-01,-9.61E-01
290,2.52E-01,-9.50E-01
292,2.52E-01,-9.17E-01
294,2.52E-01,-9.04E-01
296,2.52E-01,-9.19E-01
298,2.52E-01,-9.03E-01
300,2.52E-01,-8.56E-01
302,2.52E-01,-8.08E-01
304,2.52E-01,-8.09E-01
306,2.52E-01,-8.39E-01
308,2.52E-01,-8.18E-01
310,2.52E-01,-8.06E-01
312,2.52E-01,-7.83E-01
314,2.52E-01,-7.59E-01
316,2.52E-01,-6.85E-01
318,2.52E-01,-6.59E-01
320,2.52E-01,-6.23E-01
322,2.52E-01,-6.66E-01
324,2.52E-01,-6.38E-01
326,2.52E-01,-6.09E-01
328,2.52E-01,-5.30E-01
330,2.52E-01,-5.40E-01
332,2.52E-01,-4.99E-01
334,2.52E-01,-4.58E-01
336,2.52E-01,-4.57E-01
338,2.52E-01,-3.35E-01
340,2.52E-01,-3.12E-01
342,2.52E-01,-2.69E-01
344,2.52E-01,-2.36E-01
346,2.52E-01,-2.02E-01
348,2.52E-01,-1.78E-01
350,2.52E-01,-1.94E-01
352,2.52E-01,-1.79E-01
354,2.52E-01,-1.25E-01
356,2.52E-01,-9.98E-02
