,epoch,loss,val_loss
0,1,13.85787810588954,0.001690600998699665
1,2,4.767985653306823,0.0013962551020085812
2,3,4.657188537414186,0.001228405861184001
3,4,4.3045618527103215,0.0011222612811252475
4,5,4.018384293653071,0.0012030915822833776
5,6,3.735456516267732,0.0011062428820878267
6,7,3.5647035359288566,0.0010580671951174736
7,8,3.291594045527745,0.001190874958410859
8,9,3.3652085910434835,0.001173540367744863
9,10,3.2519660315592773,0.0012199511984363198
10,11,3.078648192284163,0.0012765248538926244
11,12,2.9531766251311637,0.00124695198610425
12,13,2.8399083928670734,0.0011868177680298686
13,14,2.753331526997499,0.0012008340563625097
14,15,2.6939755633939058,0.001290291897021234
15,16,2.64083205134375,0.0012913027312606573
16,17,2.603675745020155,0.0012757868971675634
17,18,2.5774959552218206,0.0012318296357989311
18,19,2.5544253056286834,0.0011967526515945792
19,20,2.5383372062351555,0.001181122730486095
20,21,2.52570809784811,0.001193846925161779
21,22,2.5182693744427525,0.0012769843451678753
22,23,2.5045005890424363,0.001181337283924222
23,24,2.4942781060235575,0.0012088471557945013
24,25,2.4916404533432797,0.001159285893663764
25,26,2.4784866613917984,0.0012141376500949264
26,27,2.468525864474941,0.0011940235272049904
27,28,2.4639837508439086,0.0013692955253645778
28,29,2.45659975631861,0.001251739333383739
29,30,2.445787079341244,0.0012332424521446228
30,31,2.4391158337821253,0.001317212008871138
31,32,2.434353872318752,0.0014718521852046251
32,33,2.429937320877798,0.0015158765017986298
33,34,2.425390424847137,0.0016715788515284657
34,35,2.4218716039322317,0.0016012415289878845
35,36,2.415537863445934,0.001602090080268681
36,37,2.411256154126022,0.001576331676915288
37,38,2.410139366693329,0.0014836681075394154
38,39,2.410737411293667,0.0014257485745474696
39,40,2.414324292971287,0.0011882074177265167
40,41,2.414266476756893,0.001159078674390912
41,42,2.4121075283619575,0.001137676415964961
42,43,2.408922042057384,0.00111391581594944
43,44,2.404581871058326,0.0010961469961330295
44,45,2.399944367061835,0.001096321502700448
45,46,2.3961972387623973,0.0010924744419753551
46,47,2.3938918384956196,0.0010975339682772756
47,48,2.3928173349122517,0.0011137204710394144
48,49,2.392283710767515,0.0011304303770884871
49,50,2.391642643895466,0.0011513266945257783
50,51,2.3914801878272556,0.0011572021758183837
51,52,2.3923601710121147,0.0011732866987586021
52,53,2.3929316884023137,0.0011758364271372557
53,54,2.3930674943258055,0.0011911342153325677
54,55,2.392492176266387,0.0011767280520871282
55,56,2.391366549069062,0.0011857859790325165
56,57,2.3900954771670513,0.0011792073491960764
57,58,2.389048046665266,0.0011809339048340917
58,59,2.3884213839191943,0.0011914821807295084
59,60,2.388138762617018,0.0012079234002158046
60,61,2.3878411447512917,0.00122188834939152
61,62,2.3874010609579273,0.001226281514391303
62,63,2.3870989092974924,0.001250994740985334
63,64,2.3868844573153183,0.0012396962847560644
64,65,2.3868531034095213,0.0012110924581065774
65,66,2.387022810871713,0.0011914271162822843
66,67,2.3871554520446807,0.001193881151266396
67,68,2.3874293263070285,0.001187685877084732
68,69,2.3873259018873796,0.0011773246806114912
69,70,2.387032258848194,0.0011781083885580301
70,71,2.3867890643305145,0.0011748855467885733
71,72,2.3861139886430465,0.0011807879200205207
72,73,2.385701858147513,0.0011803351808339357
73,74,2.3856186387711205,0.001167728565633297
74,75,2.3851953540579416,0.0011579029960557818
75,76,2.385031965270173,0.0011522056302055717
76,77,2.3847851842292584,0.0011470551835373044
77,78,2.3846085222321562,0.0011432745959609747
78,79,2.3848105728975497,0.0011348325060680509
79,80,2.3847746903193183,0.0011261987965554
80,81,2.3846942166564986,0.0011159592540934682
81,82,2.384492121345829,0.0011093446519225836
82,83,2.384456346509978,0.0011029898887500167
83,84,2.3843584858695976,0.0010987288551405072
84,85,2.3847777828923427,0.001090275589376688
85,86,2.384914142312482,0.001082520349882543
86,87,2.385234651272185,0.0010749332141131163
87,88,2.385574526153505,0.0010638396488502622
88,89,2.3860996155417524,0.0010521402582526207
89,90,2.3865714931162074,0.0010351899545639753
90,91,2.3870443369378336,0.0010212254710495472
91,92,2.38741181360092,0.0010109919821843505
92,93,2.388027676031925,0.001001477474346757
93,94,2.3883185317972675,0.000994223402813077
94,95,2.3888593306182884,0.0009881715523079038
95,96,2.389350797049701,0.0009849885245785117
96,97,2.389888888283167,0.0009828757029026747
97,98,2.3902676128200255,0.0009806622983887792
98,99,2.3906643001828343,0.0009805303998291492
99,100,2.3910388543154113,0.0009804235305637121
