,pred_sin,truth_sin,pred_cos,truth_cos,pred_cubic,truth_cubic
0,-0.012304995,-0.025378214,1.0733925,1.0485448,-0.6840969,-0.94641286
1,0.017910216,0.14691752,1.0391389,1.0941166,-0.65202767,-0.99475634
2,0.04007018,0.20935386,1.0121185,0.9889094,-0.6324624,-0.9125779
3,0.05720413,0.13405895,0.9901882,0.9606878,-0.6211823,-1.0216668
4,0.07115868,0.08388117,0.9719947,1.0418667,-0.6155918,-0.98278916
5,0.08312288,0.24021965,0.95663375,0.9156006,-0.6140178,-0.85602266
6,0.093894556,-0.0030610573,0.94347525,0.8976699,-0.6153493,-0.81161016
7,0.10402678,0.10693125,0.93206596,1.0003233,-0.6188353,-0.95184284
8,0.11391349,0.019168962,0.9220702,1.2268287,-0.6239642,-1.0094293
9,0.12384221,0.16949746,0.91323376,0.77795917,-0.6303873,-0.7588381
10,0.1340276,0.10296719,0.90535927,1.0171814,-0.6378685,-0.95953715
11,0.14463346,0.121617176,0.8982898,1.0292296,-0.64624965,-0.6407889
12,0.15578721,0.07911347,0.89189786,0.9910924,-0.65542626,-1.108504
13,0.1675896,0.3589488,0.88607645,1.0052702,-0.66532993,-0.9475183
14,0.18012068,0.26450977,0.8807335,1.0075905,-0.6759159,-0.8865541
15,0.19344373,0.3054743,0.87578744,0.8626523,-0.6871533,-0.746844
16,0.20760734,0.3184525,0.8711639,0.9854239,-0.69901764,-1.0702882
17,0.22264595,0.33488366,0.86679333,0.86061496,-0.7114854,-0.9383395
18,0.23858,0.35994825,0.8626083,0.98215675,-0.72452927,-1.0734459
19,0.25541496,0.41974756,0.8585437,1.1210405,-0.73811454,-0.967213
20,0.2731405,0.32074806,0.8545346,0.86429346,-0.7521964,-0.99978536
21,0.29172897,0.51647216,0.85051596,1.0097855,-0.76671803,-1.013401
22,0.31113473,0.3904993,0.846423,0.9338691,-0.78160906,-0.8436845
23,0.33129326,0.52135277,0.8421907,0.830817,-0.7967854,-1.0087417
24,0.3521213,0.50047976,0.8377551,0.9037608,-0.8121497,-0.9536884
25,0.37351736,0.3665935,0.8330538,0.9444002,-0.8275929,-0.9027337
26,0.3953639,0.44661096,0.8280271,1.1365563,-0.8429964,-0.9632178
27,0.41752967,0.27488837,0.8226194,0.93242425,-0.8582357,-0.97587734
28,0.43987358,0.40068695,0.8167804,0.8951419,-0.87318414,-0.94915354
29,0.462249,0.46674362,0.8104662,0.8570883,-0.8877174,-1.007893
30,0.4845092,0.51487404,0.8036407,0.9065378,-0.9017179,-1.0620785
31,0.5065116,0.5082572,0.79627645,0.6714272,-0.9150793,-1.0409911
32,0.5281236,0.48028114,0.7883542,0.8245216,-0.92770994,-1.1529691
33,0.5492262,0.5422223,0.77986354,0.802491,-0.9395358,-1.0702455
34,0.5697178,0.61701113,0.7708024,0.7059161,-0.95050174,-1.0584216
35,0.58951604,0.71354735,0.7611755,0.83393925,-0.96057314,-0.9474997
36,0.60855913,0.698257,0.75099444,0.7376098,-0.96973395,-0.89479
37,0.6268057,0.6167004,0.74027497,0.65252316,-0.9779863,-1.0772814
38,0.64423364,0.68905264,0.7290365,0.90431535,-0.98534757,-1.0518576
39,0.6608386,0.891449,0.7173003,0.7561836,-0.9918483,-1.0141975
40,0.67663115,0.67685395,0.70508844,0.7456746,-0.9975292,-1.134677
41,0.6916344,0.70343304,0.6924223,0.8737806,-1.0024383,-1.0362604
42,0.7058809,0.5852593,0.67932194,0.6603386,-1.0066277,-0.8464261
43,0.7194109,0.515038,0.6658052,0.95560974,-1.0101525,-1.0218191
44,0.73226887,0.6056897,0.6518872,0.743082,-1.013068,-0.8313327
45,0.7445019,0.7473774,0.63758,0.6590877,-1.015428,-0.9619364
46,0.75615793,0.635614,0.6228926,0.6259481,-1.0172842,-0.9522926
47,0.76728433,0.741312,0.60783064,0.61469024,-1.0186853,-1.1515403
48,0.77792645,0.68370897,0.5923967,0.60803926,-1.0196764,-0.9833508
49,0.78812695,0.65781814,0.57659054,0.60634565,-1.0202987,-1.1274295
50,0.797925,0.68465006,0.5604093,0.46157923,-1.0205892,-0.98776805
51,0.80735636,0.6738209,0.5438479,0.40518534,-1.0205811,-1.1093093
52,0.8164525,0.85415083,0.5268992,0.6218413,-1.0203042,-1.1577806
53,0.8252404,0.7913701,0.50955474,0.6477711,-1.0197846,-1.0058837
54,0.8337428,0.6874932,0.491805,0.5630501,-1.0190455,-0.8865026
55,0.8419782,0.9027715,0.47363982,0.61125314,-1.0181069,-1.0190098
56,0.8499607,0.97249424,0.455049,0.69200766,-1.0169873,-0.9544755
57,0.85770005,0.9095714,0.4360228,0.5211764,-1.0157019,-1.05968
58,0.8652017,0.8394349,0.41655234,0.35248125,-1.0142652,-0.9914739
59,0.87246704,0.8911177,0.3966303,0.26336443,-1.0126897,-1.1374748
60,0.87949336,0.8072443,0.3762512,0.5684401,-1.0109866,-0.854272
61,0.8862742,0.8440896,0.35541227,0.57071334,-1.0091664,-0.80618846
62,0.89279914,0.95459574,0.33411393,0.42755446,-1.0072387,-0.8087198
63,0.8990542,0.69687474,0.31236005,0.36957502,-1.0052125,-1.191497
64,0.9050223,0.85350966,0.29015887,0.3427113,-1.0030967,-0.9835041
65,0.9106832,0.8544265,0.26752326,0.5262612,-1.0008994,-1.0197532
66,0.916014,0.981982,0.24447103,0.47137105,-0.99862903,-1.305599
67,0.9209895,0.9221106,0.22102539,0.37738526,-0.9962936,-0.9594948
68,0.92558295,0.6581805,0.19721514,0.42107293,-0.99390095,-1.0225402
69,0.9297661,0.8386058,0.17307459,0.26782683,-0.99145883,-1.0630654
70,0.93351054,1.0011216,0.1486436,0.42657557,-0.98897487,-1.0872307
71,0.93678755,0.8260728,0.12396723,0.15083355,-0.98645633,-1.0408701
72,0.93956953,0.9152023,0.099095464,0.4126848,-0.98391014,-1.1116176
73,0.9418304,1.0438194,0.07408233,0.3811573,-0.98134285,-0.9070317
74,0.9435463,0.9193162,0.048985276,0.2158746,-0.97876054,-0.9307642
75,0.94469655,0.9538846,0.023864236,0.18996301,-0.97616863,-1.0876718
76,0.9452635,0.9105257,-0.0012195036,0.25589558,-0.97357196,-1.030042
77,0.9452343,0.9524838,-0.026204329,0.43786165,-0.9709743,-0.9322906
78,0.9446,0.95808774,-0.05102957,0.19165537,-0.9683791,-0.8433872
79,0.9433563,0.8461576,-0.07563646,0.2140512,-0.9657891,-0.89753455
80,0.9415039,0.92309827,-0.09996934,0.19722626,-0.96320593,-1.0352552
81,0.9390478,0.89300597,-0.12397659,0.18024552,-0.96063113,-1.0840532
82,0.9359979,0.95641094,-0.14761136,0.0753977,-0.95806533,-0.95727867
83,0.93236786,0.995297,-0.17083226,0.10363637,-0.95550865,-0.846184
84,0.9281749,0.9974077,-0.19360378,-0.101818845,-0.95296097,-0.9416905
85,0.92343944,0.9141881,-0.21589638,-0.12700398,-0.9504218,-0.9566029
86,0.91818416,1.0269892,-0.23768687,-0.08594854,-0.9478904,-1.0700139
87,0.91243374,0.9721862,-0.25895804,0.32743433,-0.94536585,-1.1292903
88,0.90621394,0.96628463,-0.2796985,0.10586633,-0.94284725,-1.0370961
89,0.8995512,0.93684584,-0.29990226,-0.031966977,-0.94033355,-0.9344327
90,0.89247197,0.92373335,-0.3195683,-0.19509915,-0.9378236,-0.99528986
91,0.8850024,0.86495477,-0.33870015,-0.10554831,-0.93531644,-1.1663281
92,0.87716764,0.7775585,-0.35730505,0.019633614,-0.9328111,-1.1374425
93,0.86899173,1.0651413,-0.3753936,0.05554202,-0.93030643,-1.096847
94,0.86049753,0.96492434,-0.39297917,-0.11594168,-0.9278013,-1.0126094
95,0.85170573,1.026361,-0.41007724,-0.23615913,-0.9252949,-1.0172251
96,0.84263563,1.0039692,-0.42670515,-0.31683254,-0.92278594,-1.0760258
97,0.83330446,1.0745493,-0.4428813,-0.15281251,-0.92027336,-0.9634674
98,0.82372767,0.9332756,-0.45862517,-0.111869164,-0.91775626,-0.87944615
99,0.81391865,1.1116049,-0.47395635,-0.4122586,-0.9152334,-1.0983281
100,0.8038891,1.0098088,-0.488895,-0.2710665,-0.91270345,-0.9968521
101,0.7936487,0.9842976,-0.5034609,-0.061063573,-0.910165,-0.9555242
102,0.7832056,0.96179223,-0.5176735,-0.33028623,-0.9076171,-1.1321268
103,0.77256644,0.929261,-0.531552,-0.1977411,-0.90505815,-1.1146755
104,0.7617359,1.307632,-0.54511476,-0.41813385,-0.90248644,-1.1104851
105,0.7507177,0.8806239,-0.5583792,-0.42357653,-0.89990056,-0.8717656
106,0.73951405,0.8628661,-0.571362,-0.17435594,-0.89729875,-0.96635276
107,0.7281261,0.77183324,-0.5840791,-0.32111454,-0.89467937,-0.9027425
108,0.71655416,0.9565468,-0.596545,-0.39374107,-0.8920406,-0.92937905
109,0.70479715,1.0993347,-0.6087735,-0.29879493,-0.8893805,-1.0066965
110,0.69285357,0.95529723,-0.6207772,-0.3291513,-0.8866973,-0.8015429
111,0.68072134,0.9357263,-0.63256747,-0.24999139,-0.88398886,-0.95313436
112,0.6683975,0.817672,-0.6441549,-0.37389067,-0.88125324,-0.7851319
113,0.6558788,0.8814858,-0.6555486,-0.32922146,-0.87848836,-0.9734171
114,0.6431615,0.9767918,-0.66675633,-0.38389337,-0.8756921,-0.80011094
115,0.6302418,1.0139217,-0.6777855,-0.5783532,-0.87286246,-0.9478571
116,0.6171158,0.8501004,-0.6886416,-0.48149714,-0.869997,-0.95152575
117,0.6037793,0.61527556,-0.69932926,-0.41799802,-0.86709386,-0.77831703
118,0.5902284,0.74817204,-0.7098519,-0.4570676,-0.8641508,-0.9720867
119,0.5764592,0.7377047,-0.7202116,-0.35243028,-0.8611656,-0.9628243
120,0.5624683,0.7750321,-0.7304096,-0.6017325,-0.85813624,-1.000096
121,0.5482527,0.8799732,-0.7404457,-0.39801604,-0.85506064,-1.0271333
122,0.5338094,1.0167676,-0.75031877,-0.51309115,-0.85193646,-0.9564217
123,0.5191366,0.76073736,-0.76002634,-0.34515238,-0.8487621,-0.96566296
124,0.50423276,0.83859634,-0.76956487,-0.5978233,-0.8455355,-0.7850951
125,0.4890974,0.8740531,-0.77892965,-0.6673668,-0.84225494,-1.0426954
126,0.47373077,0.8265063,-0.78811526,-0.604669,-0.83891845,-0.7969278
127,0.4581339,0.9997812,-0.7971148,-0.73632973,-0.83552444,-0.87086564
128,0.4423091,0.84122336,-0.80592066,-0.580898,-0.8320715,-1.0919473
129,0.42625973,0.735211,-0.8145243,-0.76124907,-0.8285582,-0.91209316
130,0.40999007,0.7136558,-0.82291627,-0.8039946,-0.82498324,-0.9088511
131,0.39350587,0.7133532,-0.8310869,-0.68566,-0.8213455,-0.8510199
132,0.37681377,0.7263497,-0.8390251,-0.5777749,-0.8176442,-0.7158153
133,0.3599218,0.8061534,-0.8467201,-0.76875925,-0.81387836,-0.9439392
134,0.3428392,0.7628876,-0.85416025,-0.62091196,-0.8100475,-0.86702234
135,0.32557604,0.74609464,-0.86133367,-0.6946747,-0.80615145,-0.7325241
136,0.3081439,0.67798513,-0.868229,-0.7780051,-0.80218965,-0.82985276
137,0.29055518,0.64569485,-0.8748344,-0.79838127,-0.798162,-1.0128379
138,0.27282307,0.71657836,-0.88113844,-0.9290171,-0.794069,-0.71154135
139,0.2549618,0.6926117,-0.8871302,-0.77716875,-0.7899108,-0.7829026
140,0.23698615,0.50630844,-0.8927991,-0.5877027,-0.7856879,-0.8751828
141,0.21891151,0.46251765,-0.8981355,-0.91736686,-0.7814008,-0.79217786
142,0.20075373,0.5622121,-0.9031305,-0.701831,-0.7770505,-0.7097212
143,0.18252873,0.56934214,-0.907776,-0.8070743,-0.77263784,-0.77866757
144,0.16425276,0.61532897,-0.91206515,-0.6732798,-0.7681638,-0.7902676
145,0.14594185,0.6549233,-0.915992,-0.78644305,-0.76362956,-0.9364783
146,0.12761192,0.53192294,-0.919552,-0.7036545,-0.75903636,-0.9613678
147,0.109278545,0.6552974,-0.92274153,-0.83009934,-0.75438553,-0.98999065
148,0.09095693,0.46041802,-0.9255583,-0.84800476,-0.7496784,-1.0020068
149,0.07266167,0.51724267,-0.9280011,-0.79289395,-0.7449163,-0.8378801
150,0.054406736,0.4403075,-0.93007004,-0.85048914,-0.74010074,-0.8221124
151,0.036205422,0.38683552,-0.9317662,-1.0420511,-0.7352329,-0.78417563
152,0.01807015,0.5404875,-0.9330916,-0.96395904,-0.7303145,-0.82531345
153,1.263991e-05,0.4387981,-0.93404937,-1.0000861,-0.7253466,-0.9048969
154,-0.017956216,0.4311302,-0.9346435,-0.85913724,-0.72033066,-1.0103629
155,-0.035826407,0.35150665,-0.9348787,-0.9353646,-0.715268,-0.74278754
156,-0.05358872,0.37438482,-0.9347602,-1.0056773,-0.7101598,-0.8862099
157,-0.07123478,0.3648355,-0.9342943,-0.87527484,-0.70500714,-0.84895515
158,-0.08875699,0.118424386,-0.93348706,-0.76875746,-0.69981146,-0.7901019
159,-0.10614846,0.38844562,-0.9323456,-1.0090412,-0.6945736,-1.0191704
160,-0.12340298,0.2770862,-0.9308771,-0.9973194,-0.68929476,-1.0068903
161,-0.14051504,0.5026338,-0.92908865,-1.1258293,-0.68397564,-1.017709
162,-0.15747976,0.40773338,-0.9269879,-0.8070103,-0.6786173,-0.78737676
163,-0.17429273,0.15741579,-0.9245825,-0.9398986,-0.67322075,-0.7872833
164,-0.19095013,0.33122057,-0.92188,-0.8364248,-0.6677865,-0.67115617
165,-0.20744859,0.25352773,-0.9188879,-1.0820248,-0.6623155,-0.7218021
166,-0.2237851,0.21967694,-0.9156139,-0.9817405,-0.65680826,-0.79006076
167,-0.23995714,0.17865974,-0.91206527,-1.0294434,-0.6512656,-0.8253746
168,-0.25596237,0.28679222,-0.90824944,-0.9474363,-0.64568806,-0.70428085
169,-0.27179894,0.17350878,-0.9041733,-1.0921209,-0.6400763,-0.8560304
170,-0.28746518,0.21519828,-0.899844,-0.9393816,-0.63443077,-0.8545281
171,-0.30295968,0.019359061,-0.89526814,-1.0165128,-0.628752,-0.8405407
172,-0.3182813,-0.030952748,-0.8904525,-1.0604712,-0.62304044,-0.85315216
173,-0.33342898,0.05650786,-0.88540316,-0.9908514,-0.61729664,-0.6103256
174,-0.34840196,0.10443876,-0.88012636,-0.7897605,-0.611521,-0.8328393
175,-0.36319974,0.13711868,-0.8746281,-0.9229748,-0.60571384,-0.8093293
176,-0.37782186,0.03638872,-0.86891395,-0.8557491,-0.5998757,-0.8418315
177,-0.392268,0.10384946,-0.8629895,-0.97169167,-0.59400666,-0.59544003
178,-0.40653813,-0.09946813,-0.85685986,-0.8173877,-0.5881071,-0.8209838
179,-0.4206321,-0.0067770276,-0.85053,-1.0604343,-0.5821774,-0.71770275
180,-0.4345503,-0.049303707,-0.84400505,-0.9675191,-0.57621783,-0.49490243
181,-0.44829285,-0.122851215,-0.8372893,-0.7871627,-0.57022846,-0.551618
182,-0.4618602,0.13598424,-0.83038723,-0.958549,-0.5642094,-0.7594113
183,-0.4752529,-0.16475616,-0.823303,-1.0327243,-0.5581609,-0.71757543
184,-0.48847145,-0.16283214,-0.81604064,-1.0023173,-0.55208313,-0.79227936
185,-0.5015167,-0.0477058,-0.8086039,-1.1650327,-0.54597616,-0.76836234
186,-0.5143893,-0.123531505,-0.8009963,-1.007484,-0.5398399,-0.6600076
187,-0.52709013,-0.049014162,-0.79322124,-0.9292949,-0.53367436,-0.6353562
188,-0.5396202,-0.15708913,-0.78528196,-0.92988986,-0.5274795,-0.5172594
189,-0.55198056,-0.1759572,-0.7771814,-1.0845985,-0.5212553,-0.6163643
190,-0.56417215,-0.26949465,-0.7689223,-1.033755,-0.5150017,-0.71976465
191,-0.5761959,-0.030022204,-0.7605074,-0.8614587,-0.5087186,-0.60960364
192,-0.58805317,-0.23092584,-0.7519393,-0.968314,-0.50240564,-0.5966188
193,-0.59974474,-0.2970924,-0.74322015,-0.97067374,-0.4960629,-0.7902362
194,-0.61127174,-0.21232381,-0.73435223,-0.9240752,-0.48968998,-0.6708359
195,-0.6226354,-0.2588388,-0.72533745,-1.109894,-0.48328683,-0.5924165
196,-0.63383657,-0.29369697,-0.71617794,-0.83238333,-0.47685304,-0.72852904
197,-0.64487624,-0.51072836,-0.7068753,-1.0691054,-0.4703885,-0.58000624
198,-0.6557552,-0.26738706,-0.6974314,-0.8688213,-0.46389297,-0.6745737
199,-0.66647434,-0.28778192,-0.6878476,-0.74405336,-0.45736626,-0.6113099
200,-0.6770344,-0.32591626,-0.6781257,-0.9109275,-0.45080817,-0.7414444
201,-0.6874358,-0.32575583,-0.66826695,-0.84531194,-0.44421843,-0.54801023
202,-0.6976792,-0.40692487,-0.6582729,-1.0287153,-0.43759707,-0.49467656
203,-0.70776486,-0.4336636,-0.64814526,-1.0826184,-0.43094385,-0.628766
204,-0.7176929,-0.548864,-0.6378853,-0.8941666,-0.42425874,-0.5412028
205,-0.72746336,-0.47887024,-0.62749434,-1.0206088,-0.4175419,-0.7443403
206,-0.73707616,-0.51613975,-0.61697394,-0.9402555,-0.4107933,-0.7848792
207,-0.74653107,-0.5637006,-0.60632586,-0.74377173,-0.40401307,-0.6201399
208,-0.75582737,-0.41917017,-0.59555155,-0.7495509,-0.39720154,-0.6862747
209,-0.7649647,-0.35806015,-0.5846529,-0.9506236,-0.39035904,-0.5541433
210,-0.7739421,-0.52675617,-0.5736319,-0.8171602,-0.38348603,-0.58629423
211,-0.7827584,-0.5150539,-0.5624905,-0.86362535,-0.3765831,-0.5478451
212,-0.79141253,-0.7495777,-0.5512309,-0.9220769,-0.369651,-0.4963478
213,-0.7999031,-0.3631376,-0.53985566,-0.76890147,-0.3626905,-0.43072647
214,-0.8082287,-0.64538985,-0.52836734,-0.6676996,-0.3557026,-0.66619605
215,-0.8163872,-0.68908685,-0.5167689,-0.6426059,-0.34868842,-0.48314425
216,-0.82437694,-0.37580127,-0.50506335,-0.7059855,-0.34164926,-0.45627257
217,-0.83219594,-0.6020302,-0.49325424,-0.9596847,-0.3345866,-0.4797967
218,-0.8398419,-0.5519041,-0.4813453,-0.7315224,-0.32750198,-0.6182859
219,-0.84731257,-0.56484807,-0.46934044,-0.6693421,-0.32039732,-0.48838642
220,-0.8546055,-0.8188435,-0.4572441,-0.811227,-0.31327438,-0.4510221
221,-0.86171836,-0.59508026,-0.44506085,-0.9152138,-0.3061354,-0.29562223
222,-0.86864847,-0.6199523,-0.43279573,-0.6589372,-0.29898265,-0.42835644
223,-0.87539345,-0.5992824,-0.42045403,-0.85415655,-0.2918186,-0.40046108
224,-0.8819507,-0.8561646,-0.40804145,-0.54064816,-0.28464583,-0.36855614
225,-0.8883176,-0.71929306,-0.3955639,-0.6980209,-0.2774671,-0.36708316
226,-0.89449173,-0.65982515,-0.3830277,-0.7339874,-0.2702853,-0.4230323
227,-0.9004707,-0.5473222,-0.3704394,-0.7838815,-0.26310357,-0.57588553
228,-0.90625215,-0.59195185,-0.35780597,-0.8247692,-0.2559251,-0.29770556
229,-0.91183406,-0.6002082,-0.34513456,-0.6173267,-0.24875307,-0.4515075
230,-0.91721433,-0.77327436,-0.3324325,-0.81179035,-0.24159095,-0.44162798
231,-0.92239136,-0.8386709,-0.31970754,-0.64595795,-0.23444211,-0.25967562
232,-0.9273634,-0.7268917,-0.3069675,-0.6834998,-0.22731018,-0.34298968
233,-0.9321293,-0.82542825,-0.29422033,-0.42403182,-0.22019866,-0.4397651
234,-0.9366881,-0.94272554,-0.28147417,-0.64451617,-0.21311128,-0.34325165
235,-0.9410389,-0.7815184,-0.26873726,-0.5165175,-0.2060515,-0.5000151
236,-0.9451815,-0.8621266,-0.2560178,-0.5196074,-0.19902301,-0.24749495
237,-0.9491155,-0.8688248,-0.24332419,-0.3896534,-0.19202939,-0.3448786
238,-0.9528415,-0.78808844,-0.23066467,-0.4620189,-0.18507418,-0.17033193
239,-0.95636,-0.93014103,-0.21804738,-0.51963574,-0.17816088,-0.3992449
240,-0.959672,-0.9332886,-0.20548049,-0.8228536,-0.17129278,-0.3036
241,-0.962779,-0.8835796,-0.1929719,-0.48043114,-0.16447324,-0.08307525
242,-0.96568245,-1.0408329,-0.18052939,-0.41273728,-0.15770534,-0.2505009
243,-0.9683846,-0.972541,-0.16816045,-0.50304604,-0.15099218,-0.24995811
244,-0.970888,-0.9582393,-0.15587242,-0.56379026,-0.14433658,-0.37562445
245,-0.97319525,-0.7555933,-0.14367226,-0.5288477,-0.1377413,-0.35618314
246,-0.97530943,-0.9456489,-0.13156667,-0.4329169,-0.13120884,-0.34777278
247,-0.97723407,-0.9067865,-0.119562015,-0.2607173,-0.12474158,-0.26651576
248,-0.9789727,-0.9158148,-0.10766421,-0.21620156,-0.11834169,-0.27455947
249,-0.9805293,-0.73923016,-0.095878854,-0.50513977,-0.11201113,-0.39211136
250,-0.9819081,-1.0633125,-0.084211156,-0.34589905,-0.1057517,-0.37413785
251,-0.9831136,-1.03557,-0.072665855,-0.48601246,-0.09956498,-0.017707493
252,-0.9841501,-0.89901674,-0.061247338,-0.20350014,-0.09345231,-0.15566683
253,-0.9850226,-0.94697106,-0.049959496,-0.32842436,-0.08741494,-0.15634868
254,-0.98573595,-1.1498812,-0.038805824,-0.26135066,-0.081453815,-0.06159424
255,-0.98629504,-1.147036,-0.027789433,-0.2138092,-0.075569734,0.043458134
256,-0.98670495,-1.0297801,-0.016912982,-0.2869739,-0.06976332,-0.12661657
257,-0.98697096,-0.9984257,-0.006178677,-0.2584664,-0.064034924,-0.14236881
258,-0.98709816,-0.99017704,0.004411593,-0.2539936,-0.058384866,-0.24329439
259,-0.9870917,-1.0088263,0.014856387,-0.029537898,-0.052813143,-0.11740418
260,-0.9869567,-0.8348766,0.025154639,0.0121067995,-0.047319695,-0.12752903
261,-0.98669845,-1.0632379,0.03530563,-0.15423325,-0.04190425,-0.0147537505
262,-0.98632187,-0.7769608,0.04530899,-0.18882619,-0.036566436,-0.19654688
263,-0.98583215,-0.8712385,0.05516466,-0.22131582,-0.0313057,-0.29107425
264,-0.9852341,-0.95307046,0.064872906,-0.015862836,-0.026121408,-0.23199044
265,-0.9845325,-1.033386,0.074434295,0.09479144,-0.021012768,-0.038103376
266,-0.98373204,-1.0713958,0.083849624,-0.18268774,-0.015978888,-0.17036566
267,-0.98283744,-1.0381107,0.093119994,-0.06781646,-0.011018783,-0.06076141
268,-0.981853,-1.0482546,0.10224669,-0.14733437,-0.006131394,-0.15731874
269,-0.98078305,-0.97286946,0.11123121,-0.043818396,-0.0013155378,-0.09130677
270,-0.97963184,-0.89818454,0.12007533,-0.01591772,0.003429981,-0.0913449
271,-0.97840333,-1.0720762,0.12878089,-0.07882471,0.008106465,-0.028452927
272,-0.9771013,-1.1181711,0.13734993,-0.09243744,0.012715314,0.043071974
273,-0.9757295,-0.973324,0.14578468,0.18531588,0.017257867,-0.26370642
274,-0.9742916,-1.0849847,0.15408744,0.046306737,0.021735616,0.26723287
275,-0.9727906,-1.0778617,0.1622606,0.18401249,0.026150083,0.034662344
276,-0.97123,-1.0058641,0.17030673,0.093598925,0.030502733,-0.11427403
277,-0.9696127,-1.0876182,0.17822844,0.061001655,0.034795165,0.049359545
278,-0.96794164,-1.0159227,0.18602839,0.21046436,0.039028935,0.12622923
279,-0.9662196,-0.8871131,0.19370933,0.11394176,0.043205626,-0.011808458
280,-0.964449,-0.8289325,0.201274,0.13148133,0.047326844,0.12414617
281,-0.96263236,-0.97207254,0.20872532,0.045809474,0.0513942,0.18845473
282,-0.9607719,-0.9945038,0.21606605,0.18088709,0.05540932,0.04374424
283,-0.9588698,-1.0547415,0.22329913,0.24254383,0.059373837,0.054039944
284,-0.95692796,-0.88591665,0.23042746,0.2698975,0.063289315,0.16321702
