,pred_sin,truth_sin,pred_cos,truth_cos,pred_cubic,truth_cubic
0,-0.00921461,-0.025378214,1.0728084,1.0485448,-0.68597406,-0.94641286
1,0.024159458,0.14691752,1.037155,1.0941166,-0.6530327,-0.99475634
2,0.048895165,0.20935386,1.0084826,0.9889094,-0.631379,-0.9125779
3,0.06784847,0.13405895,0.9848589,0.9606878,-0.61746556,-1.0216668
4,0.082859546,0.08388117,0.96500623,1.0418667,-0.6090003,-0.98278916
5,0.09516512,0.24021965,0.9480437,0.9156006,-0.6044438,-0.85602266
6,0.10562268,-0.0030610573,0.9333435,0.8976699,-0.6027352,-0.81161016
7,0.114841,0.10693125,0.920447,1.0003233,-0.60313207,-0.95184284
8,0.12326055,0.019168962,0.9090124,1.2268287,-0.6051107,-1.0094293
9,0.13120548,0.16949746,0.89878005,0.77795917,-0.6083011,-0.7588381
10,0.13891834,0.10296719,0.8895497,1.0171814,-0.6124427,-0.95953715
11,0.14658356,0.121617176,0.88116425,1.0292296,-0.61735386,-0.6407889
12,0.15434414,0.07911347,0.87349826,0.9910924,-0.6229099,-1.108504
13,0.16231331,0.3589488,0.8664502,1.0052702,-0.62902755,-0.9475183
14,0.17058259,0.26450977,0.8599364,1.0075905,-0.6356531,-0.8865541
15,0.17922774,0.3054743,0.8538864,0.8626523,-0.64275384,-0.746844
16,0.1883128,0.3184525,0.84823966,0.9854239,-0.6503122,-1.0702882
17,0.19789281,0.33488366,0.84294295,0.86061496,-0.65832007,-0.9383395
18,0.20801558,0.35994825,0.8379486,0.98215675,-0.6667757,-1.0734459
19,0.21872282,0.41974756,0.83321303,1.1210405,-0.67568064,-0.967213
20,0.23005064,0.32074806,0.82869494,0.86429346,-0.6850374,-0.99978536
21,0.24202949,0.51647216,0.8243551,1.0097855,-0.69484705,-1.013401
22,0.25468403,0.3904993,0.8201552,0.9338691,-0.7051081,-0.8436845
23,0.26803243,0.52135277,0.81605685,0.830817,-0.7158149,-1.0087417
24,0.2820856,0.50047976,0.81202143,0.9037608,-0.72695607,-0.9536884
25,0.29684633,0.3665935,0.8080103,0.9444002,-0.73851365,-0.9027337
26,0.31230834,0.44661096,0.80398345,1.1365563,-0.7504624,-0.9632178
27,0.3284554,0.27488837,0.79990023,0.93242425,-0.76276857,-0.97587734
28,0.3452603,0.40068695,0.79571927,0.8951419,-0.7753896,-0.94915354
29,0.36268455,0.46674362,0.7913984,0.8570883,-0.7882744,-1.007893
30,0.38067767,0.51487404,0.786895,0.9065378,-0.80136293,-1.0620785
31,0.39917755,0.5082572,0.7821672,0.6714272,-0.81458735,-1.0409911
32,0.4181107,0.48028114,0.7771735,0.8245216,-0.82787263,-1.1529691
33,0.4373935,0.5422223,0.77187425,0.802491,-0.84113854,-1.0702455
34,0.45693356,0.61701113,0.76623213,0.7059161,-0.85430074,-1.0584216
35,0.47663164,0.71354735,0.76021314,0.83393925,-0.86727345,-0.9474997
36,0.49638426,0.698257,0.7537869,0.7376098,-0.87997204,-0.89479
37,0.51608646,0.6167004,0.7469278,0.65252316,-0.8923148,-1.0772814
38,0.5356342,0.68905264,0.73961526,0.90431535,-0.9042256,-1.0518576
39,0.5549278,0.891449,0.7318342,0.7561836,-0.91563624,-1.0141975
40,0.5738744,0.67685395,0.72357494,0.7456746,-0.92648774,-1.134677
41,0.59239006,0.70343304,0.71483326,0.8737806,-0.9367321,-1.0362604
42,0.6104019,0.5852593,0.70560974,0.6603386,-0.9463328,-0.8464261
43,0.6278494,0.515038,0.69590986,0.95560974,-0.9552647,-1.0218191
44,0.6446846,0.6056897,0.6857427,0.743082,-0.96351445,-0.8313327
45,0.66087276,0.7473774,0.67512023,0.6590877,-0.97107935,-0.9619364
46,0.67639154,0.635614,0.6640565,0.6259481,-0.9779663,-0.9522926
47,0.6912305,0.741312,0.65256697,0.61469024,-0.98419034,-1.1515403
48,0.7053895,0.68370897,0.64066774,0.60803926,-0.98977387,-0.9833508
49,0.71887773,0.65781814,0.6283744,0.60634565,-0.9947438,-1.1274295
50,0.73171186,0.68465006,0.615702,0.46157923,-0.9991319,-0.98776805
51,0.7439145,0.6738209,0.6026638,0.40518534,-1.0029716,-1.1093093
52,0.75551295,0.85415083,0.5892717,0.6218413,-1.0062985,-1.1577806
53,0.7665377,0.7913701,0.57553554,0.6477711,-1.0091481,-1.0058837
54,0.77702105,0.6874932,0.5614625,0.5630501,-1.0115557,-0.8865026
